Unresolved high-value queue

Highest-observation records downgraded from v1 AUTO_RECONCILE_QA.

| Market | Property | Municipality | Decision | Reason | Listings |
| san-jose-south-bay | 999 story rd | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 57 |
| san-jose-south-bay | 1477 berryessa rd | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 54 |
| san-jose-south-bay | 7250 bollinger rd | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 50 |
| san-jose-south-bay | 88 e san fernando st | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 49 |
| san-jose-south-bay | 1411 berryessa rd | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 48 |
| san-jose-south-bay | 2540 n 1st st | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 48 |
| san-jose-south-bay | 20 s santa cruz ave | Los Gatos | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| san-jose-south-bay | 705 w capitol expy | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| san-jose-south-bay | 190 park center plz | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| san-jose-south-bay | 222 w capitol expy | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| san-jose-south-bay | 2674 n 1st st | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| san-jose-south-bay | 3180 de la cruz blvd | Santa Clara | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| san-jose-south-bay | 4633 old ironsides dr | Santa Clara | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| san-jose-south-bay | 201 san antonio cir | Mountain View | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 43 |
| san-jose-south-bay | 111 n market st | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 43 |
| san-jose-south-bay | 2685 augustine dr | Santa Clara | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 43 |
| san-jose-south-bay | 2901 tasman dr | Santa Clara | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 40 |
| san-jose-south-bay | 2745 monterey rd | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 39 |
| san-jose-south-bay | 3975 freedom cir | Santa Clara | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 39 |
| san-jose-south-bay | 1671 dell ave | Campbell | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 38 |
| san-jose-south-bay | 2150 n 1st st | San Jose | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 37 |
| detroit-novi | 5445 corporate dr | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 424 |
| detroit-novi | 800 kirts blvd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 336 |
| detroit-novi | 27200 w 11 mile rd | Southfield | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 275 |
| detroit-novi | 20750 civic center dr | Southfield | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 253 |
| detroit-novi | 4 parklane blvd | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 249 |
| detroit-novi | 100 kirts blvd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 218 |
| detroit-novi | 65 cadillac sq | Detroit | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 194 |
| detroit-novi | 19855 outer dr | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 180 |
| detroit-novi | 5455 corporate dr | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 173 |
| detroit-novi | 4373 interpark dr | Auburn Hills | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 172 |
| detroit-novi | 19900 haggerty rd | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 134 |
| detroit-novi | 2275 n opdyke rd | Auburn Hills | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 120 |
| detroit-novi | 2421 monroe st | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 114 |
| detroit-novi | 100 e big beaver rd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 101 |
| detroit-novi | 1515 division st | Detroit | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 86 |
| detroit-novi | 30932 30976 industrial | Livonia | HUMAN_REVIEW_REQUIRED | Address range may represent multiple buildings or a campus. | 84 |
| detroit-novi | 22275 michigan ave | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 83 |
| detroit-novi | 3011 w grand blvd and 7430 second ave | Detroit | HUMAN_REVIEW_REQUIRED | Address range may represent multiple buildings or a campus. | 80 |
| detroit-novi | 17177 17197 laurel park dr | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 69 |
| detroit-novi | 888 w big beaver rd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 69 |
| detroit-novi | 26911 26957 northwestern hwy | Southfield | HUMAN_REVIEW_REQUIRED | Address range may represent multiple buildings or a campus. | 65 |
| detroit-novi | 4910 schaefer rd | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 64 |
| detroit-novi | 5751 mercury dr | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 63 |
| detroit-novi | 631 e big beaver rd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 61 |
| detroit-novi | 18790 middlebelt rd | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 60 |
| detroit-novi | 39500 w 10 mile rd | Novi | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 60 |
| detroit-novi | 2800 livernois rd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 58 |
| detroit-novi | 9550 dix | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 56 |
| detroit-novi | 625 e big beaver rd | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 56 |
| detroit-novi | 39319 plymouth rd | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 53 |
| detroit-novi | 17341 7 mile rd w | Detroit | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 50 |
| detroit-novi | 38705 7 mile rd | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 50 |
| detroit-novi | 3421 five points dr | Auburn Hills | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 49 |
| detroit-novi | 1925 clay st | Detroit | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 49 |
| detroit-novi | 34039 schoolcraft rd | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 48 |
| detroit-novi | 8811 newburgh rd | Livonia | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 47 |
| detroit-novi | 1 parklane blvd | Dearborn | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| detroit-novi | 5435 corporate dr | Troy | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| detroit-novi | 23800 w 10 mile rd | Southfield | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 43 |
| detroit-novi | 29101 greenfield rd | Southfield | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 43 |
| atlanta | 2190 brandon trl | Alpharetta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 400 |
| atlanta | 2440 sandy plains rd | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 281 |
| atlanta | 879 ralph david abernathy blvd sw | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 280 |
| atlanta | 11800 amberpark dr | Alpharetta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 251 |
| atlanta | 50 hurt plz se | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 232 |
| atlanta | 1225 johnson ferry rd ne | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 179 |
| atlanta | 4405 international blvd nw | Norcross | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 137 |
| atlanta | 2211 newmarket pkwy se | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 120 |
| atlanta | 1975 n park pl se | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 112 |
| atlanta | 3570 shallowford rd ne | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 94 |
| atlanta | 1400 s marietta pkwy se | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 93 |
| atlanta | 1700 water pl se | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 92 |
| atlanta | 18 marietta st nw | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 92 |
| atlanta | 2221 newmarket pkwy se | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 90 |
| atlanta | 1900 leland dr | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 83 |
| atlanta | 1977 n park pl se | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 81 |
| atlanta | 577 concord rd se | Smyrna | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 76 |
| atlanta | 1201 w peachtree st nw | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 73 |
| atlanta | 1500 riveredge pkwy | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 71 |
| atlanta | 2201 faulkner rd ne | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 69 |
| atlanta | 3060 peachtree rd nw | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 65 |
| atlanta | 4130 steve reynolds blvd | Norcross | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 64 |
| atlanta | 3050 windward plz | Alpharetta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 63 |
| atlanta | 4151 memorial dr | Decatur | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 62 |
| atlanta | 1339 canton rd | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 62 |
| atlanta | 4405 international blvd | Norcross | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 61 |
| atlanta | 264 n main st | Alpharetta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 58 |
| atlanta | 3630 chamblee tucker rd | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 56 |
| atlanta | 171 auburn ave ne | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 53 |
| atlanta | 5555 glenridge dr ne | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 53 |
| atlanta | 2645 dallas hwy sw | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 53 |
| atlanta | 12 beck st nw | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 50 |
| atlanta | 2405 canton rd | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 48 |
| atlanta | 2596 austell rd sw | Marietta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 48 |
| atlanta | 1235 hightower trl | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 46 |
| atlanta | 1900 century pl ne | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| atlanta | 5871 glenridge dr | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| atlanta | 4840 hanson dr se | Smyrna | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| atlanta | 10 10th st nw | Atlanta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 44 |
| atlanta | 4501 n point pkwy | Alpharetta | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 42 |
| nashville | 315 deaderick st | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 89 |
| nashville | 1727 nw broad st | Murfreesboro | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 58 |
| nashville | 378 ewing dr | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| nashville | 2896 s rutherford blvd | Murfreesboro | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 31 |
| nashville | 2525 gallatin ave | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 29 |
| nashville | 3802 nolensville pike | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 29 |
| nashville | 1625 s church st | Murfreesboro | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 27 |
| nashville | 728 memorial blvd | Murfreesboro | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 27 |
| nashville | 2106 charlotte ave | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 27 |
| nashville | 821 shelby ave | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 27 |
| nashville | 1228 louisville hwy | Goodlettsville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 25 |
| nashville | 2640 nolensville rd | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 25 |
| nashville | 1612 westgate cir | Brentwood | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 24 |
| nashville | 9495 crockett rd | Brentwood | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 23 |
| nashville | 1109 elm hill pike | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 19 |
| nashville | 836 dickerson pike | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 17 |
| nashville | old hickory blvd and seven springs way | Brentwood | DISCOVERY_ONLY | Street identity remains insufficient. | 15 |
| nashville | 100 westwood pl | Brentwood | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 13 |
| nashville | 2625 gallatin pike | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 12 |
| nashville | 2103 clifton ave | Nashville | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 11 |
| kansas-city-mo-ks | 2010 e spruce cir | Olathe | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 88 |
| kansas-city-mo-ks | 13424 santa fe trl dr | Lenexa | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 45 |
| kansas-city-mo-ks | 707 n lindenwood dr | Olathe | HUMAN_REVIEW_REQUIRED | Multiple legacy IDs require duplicate/building-hierarchy review before durable reconciliation. | 31 |
