"first_name","last_name","email","phone","property_id","property_name","property_address","property_city","property_state","property_postal","property_size","property_year_built","property_description","space_type","space_suite","space_size","space_description","lease_category","lease_type","lease_rate","is_exec_suite","is_divisible","is_sublease","sublease_date","floor_plan_urls","property_video_url","property_image_urls","space_video_url","space_image_urls"
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","1411 Irving St","San Francisco","CA","94122",,1908,"Located in the middle of the Inner Sunset, these spaces feature large windows, high ceilings, and is ideal for use as occupational offices. The Inner Sunset is a mix of residential and commercial streets featuring many local restaurants, cafes, and shops. Nearby tenants include IPOT, King of Noodles, AndronicoÕs, and more! ADDITIONAL FEATURES: Ground Floor: 4 Offices, Breakroom, 2 Restrooms Second Floor: 5 Offices, Restroom Third Floor: 2 Large Offices, 1 Small Office, Restroom A Block away from Golden Gate Park WALK SCORE¨ 97 (WalkerÕs Paradise) TRANSIT SCORE¨ 68 (Good Transit)","RETAIL","Ground",1700,"4 Offices, Breakroom, 2 Restrooms","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","1500 Ocean Avenue","1500 Ocean Ave","San Francisco","CA","94112",,1946,"Corner commercial space on a busy Ocean Ave Street with lots of foot traffic.","RETAIL","",1800,"10 Cubicles, Skylights offer Plenty of Sunlight, 2 Restrooms, Private Entrance","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","155 Post St","San Francisco","CA","94108",,,"155 Post Street represents the unparalleled opportunity to lease an elegant ground floor space a block away from Union Square, San FranciscoÕs premier destination for an array of luxury stores and fine dining. Located are the same block are household names such as Dior, North Face, Max Mara and Saatva, this space is an integral part of the streetscape. Suitable for a variety of uses, High ceilings, Excellent lighting, Large basement/stockroom with kitchenette, 2 Fitting Rooms, Strong foot and vehicular traffic Eye-Catching window lining for maximum visibility","RETAIL","",3575,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","1606 Stockton St","San Francisco","CA","94133",,,"Great North Beach location with high ceilings, mezzanine, 9 office spaces, kitchen and full restoom. Space offers views of Washington Square Park and is within walking distance of well-known Joe di MaggioÕs Steak House, CobbÕs Comedy Club, OÕReillyÕs Irish Bar & Restaurant, Caffe Greco","OFFICE","201",1500,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","165 Jefferson St","San Francisco","CA","94133",,1968,"FishermanÕs Wharf is one of the cityÕs busiest tourist destinations. Considered one of the best corners within the world-class waterfront district, 101 Jefferson Street offers tremendous foot traffic, high levels of visibility and wonderful signage potential. Notable Neighboring & Nearby Tenants: BoudinÕs Bakery & Museum, RipleyÕs Believe It or Not Museum, McDonaldÕs, Madame Tussauds Wax Museum, San Francisco Dungeon, AliotoÕs & historic seafood stands, Pier 39, Hard Rock Cafe, Muse Mcanique, Argonaut Hotel, Courtyard by Marriott","RETAIL","",3250,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","1760 Ocean Ave","San Francisco","CA","94112",,,"Available For Sublease. 11 plus years remaining. Additional term and options available from owner. An ideal location for grocery, pharmacy, hardware, general merchandise, specialty, clothing, discount, personal health and other commercial uses. Open Floor Plan, MUNI T-Line Lightrail Stop in Front, WALK SCORE¨ 92 (WalkerÕs Paradise), TRANSIT SCORE¨ 72 (Excellent Transit), Nearby attractions include Whole Foods, Walgreens, City College, 24 Hour Fitness, Philz Coffee, Ocean Cyclery, Sherwin Williams, ThatÕs Amore, and Benjamin Moore in this Vibrant Neighborhood.","RETAIL","",15000,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","1812 Irving St","San Francisco","CA","94122",,,"This excellent retail space is located a few feet away from the Irving/19th Street Intersection, right in the middle of the Outer SunsetÕs main commercial street with shopping and dining. ADDITIONAL FEATURES: High Branding Visibility Hardwood Floors Great Exposure WALK SCORE¨ 98 (WalkerÕs Paradise) TRANSIT SCORE¨ 66 (Good Transit) Nearby tenants include Starbucks, PPQ Beef Noodle House, Hole in the Wall Pizza, Handy Deli and many more local shops and restaurants","RETAIL","",480,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jeremy","Blatteis","jfblatteis@blatteisrealty.com","4159812844","","","1839 Lombard St","San Francisco","CA","94123",,1920,"Ground floor retail or office opportunity located in the Marina District of San Francisco. There is a backyard and bathroom included with this space.","OFFICE","",900,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jeremy","Blatteis","jfblatteis@blatteisrealty.com","4159812844","","","1900 Fillmore St","San Francisco","CA","94115",,1895,"Situated in the coveted Pacific Heights Neighborhood, 1900 Fillmore is a superb corner offering exceptional visibility and a steady flow of foot traffic. Crossroads Trading, Starbucks, Athleta, Heidi Says Collection, and Fillmore Bakeshop, are all nearby. Particularly Well-Suited for Banks and Financial Institutions, Excellent Branding Opportunities, Impressive WALK SCORE¨ of 99, indicating a ÒWalkerÕs Paradise', TRANSIT SCORE¨ of 72, denoting excellent public transportation options","RETAIL","",800,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","1995 Union St","San Francisco","CA","94123",,1974,"This busy corner location, formerly a Bank of America branch, provides excellent street frontage along with multiple signage opportunities to create optimum exposure. WALK SCORE¨ 99 (WalkerÕs Paradise) Nearby tenants include Lululemon, Wildseed, Urban Remedy, Bonobos, PerryÕs on Union, along with countless more fine-dining restaurants and high-boutiques that Union Street has to offer.","RETAIL","",5761,"Corner location, High ceilings, Available in great condition, Open floor plan","","LEASE","TBD","FALSE","","","","","","","",""
"Gary","Ward","gward@blatteisrealty.com","4153217483","","","1998 Market St","San Francisco","CA","94102",,1936,"Only 1 retail space left in a new 115-unit, 9-story residential condo building. Extremely high visibility location with Safeway across the street on one corner and the new Whole Foods on the other. Easy walking distance to Castro / Eureka Valley, Mission District (Valencia Street), the Lower Haight and Hayes Valley neighborhoods. Excellent frontage and visibility on Market Street.","RETAIL","",389,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jeremy","Blatteis","jfblatteis@blatteisrealty.com","4159812844","","","2072 Union St","San Francisco","CA","94123",,,"Located on bustling Union Street, 2072 Union Street is situated in one of San FranciscoÕs most coveted commercial districts. This prime location offers strong visibility and solid traffic. Vuori, Equinox, Sephora and Soul Cycle are all on the same block. Additional Highlights: Excellent branding opportunity, Fitting rooms, WALK SCORE¨ 93 (WalkerÕs Paradise), TRANSIT SCORE¨ 88 (Excellent Transit)","RETAIL","",700,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","2106 Union St","San Francisco","CA","94123",,,"Unique third floor office space overlooking San FranciscoÕs Union Street, a popular destination with numerous shops, restaurants, and retailers. Neighboring tenants include: Soul Cycle, LukeÕs Local, ANOMIE, AT&T, Sephora, and more. Enjoy all that the Cow Hollow District has to offer and more. Bay window offering plenty of natural light, Waiting Area, Private Work Areas, 2 Private Offices, Kitchenette, WALK SCORE¨ 100 (WalkerÕs Paradise), TRANSIT SCORE¨ 78 (Excellent Transit)","OFFICE","",1000,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","212 Sutter Street, 3rd Floor","212 Sutter St","San Francisco","CA","94108",,,"Beautiful corner office located at Sutter and Kearny Streets. The entire fifth floor is built out with four dental stations, support rooms, a beautiful reception area and includes wonderful views and ample lighting from the windows located on all four sides of the building.","OFFICE","5th Floor",2000,"This stylish office offers wonderful views and ample natural light from 4 walls of beautiful tall windows, a mix of carpeted and hardwood flooring, kitchenette and private restroom.","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","212 Sutter Street, 3rd Floor","212 Sutter St","San Francisco","CA","94108",,,"Beautiful corner office located at Sutter and Kearny Streets. The entire fifth floor is built out with four dental stations, support rooms, a beautiful reception area and includes wonderful views and ample lighting from the windows located on all four sides of the building.","OFFICE","2nd Floor",2000,"The stylish office offers five private offices and a glass office/conference room on entire 2nd floor. Includes ample natural light from windows on three walls, open area, hardwood floors, and kitchenette.","","LEASE","TBD","FALSE","","","","","","","",""
"Jeremy","Blatteis","jfblatteis@blatteisrealty.com","4159812844","","","2156 Chestnut St","San Francisco","CA","94123",,,"Superb Retail in The ÒHeartÓ of the Marina District! ¥ On Best Block of Chestnut Street! ¥ Directly Across Street from Apple, Gap & Walgreens ¥ High Ceilings! ¥ Solid Foot Traffic","RETAIL","",1500,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","2185 Fillmore St","San Francisco","CA","94115",,,"Located on a dynamic block of Fillmore Street, this ground floor is located near PeetÕs Coffee, Credo Beauty, Jane on Fillmore, Dumpling Story, FRAME, Browser Books, Troya and many other wonderful shops and restaurants. Full Basement, Beautiful wrap around balcony mezzanine, Outstanding Window Lining , Fantastic Signage Possibilities, Abundant with Public Transportation & Street Parking","RETAIL","",3200,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jennifer","Fahey","jfahey@blatteisrealty.com","9176027454","","","2186 Geary Blvd","San Francisco","CA","94115",,1984,"This sharp ground floor optical retail space is located in the middle of the action being less than a block away from UCSF Mount Zion and the Kaiser Permanente Hospital on Geary! This is an excellent opportunity to have a retail space with excellent exposure. Over 30 Years in Business, Hardwood floors, High ceilings, Private office space, Large display windows, Plenty of natural light, Surrounded by various medical offices including the San Francisco Hearing Center, Kaiser Permanente Hospital on Geary, UCSF Mount Zion, the San Francisco Athletic Club and more","RETAIL","",755,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jeremy","Blatteis","jfblatteis@blatteisrealty.com","4159812844","","","2201 Union St","San Francisco","CA","94123",,1905,"Nestled on the corner of Union Street and Fillmore Street, this unparallel retail space boasts high visibility and foot traffic in the prestigious Cow Hollow District. Union Street Coffee Roastery, LukeÕs Local, Le Bouquet Flower Shop, and Sofa U Love are some of the countless businesses in one of San FranciscoÕs most coveted neighborhoods. Excellent window frontage, Suitable for various uses, WALK SCORE¨ 100 (WalkerÕs Paradise), TRANSIT SCORE¨ 77 (Excellent Transit)","RETAIL","",800,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","2276 Union St","San Francisco","CA","94123",,,"This well-lit second floor office space overlooks one of San FranciscoÕs most upscale shopping and dining neighborhoods. Heavy foot and vehicular traffic, Multiple bus lines nearby for easy transportation in and out of Cow Hollow, Nearby tenants include RoseÕs Cafe, Bamboo Spa, Marina Submarine, Wrecking Ball Coffee Roasters, and more","OFFICE","",900,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","2450 San Bruno Ave","San Francisco","CA","94134",,1940,"EXCEPTIONAL LOCATION within The Portola DistrictÕs main shopping corridorÑSan Bruno Avenue. This spacious property is situated in San FranciscoÕs sunny southeastern neighborhood surrounded by a diversely popular array of cafes, diners, bakeries, delicatessens and markets. Nearby neighbors include Bank of America, Walgreens, O'Reilly Auto Parts, Sterling Bank, Bank of the West, Subway, Round Table Pizza, Four Barrell Coffee and many other restaurants and business services.","RETAIL","",3600,"Excellent Window Lining Offers Plenty of Natural Lighting, Primarily Open Floor, Plan with High Ceiling, 2 Double-Door Entries, 2 Updated Restrooms","","LEASE","TBD","FALSE","","","","","","","",""
"Andrew","Kraft","akraft@blatteisrealty.com","4152332142","","","2525 California St","San Francisco","CA","94115",,,"This prime ground floor space is located a block away from Fillmore Street, one of San FranciscoÕs premier shopping districts with a vast array of shops, cafes, and restaurants.","OFFICE","",5000,"12 Offices, Additional ±1,500 Sq Ft Deck, 8 Cubicles, 4 Conference Rooms, 6 Open Space Desks, 1 Copy Room, 1 Supply Room, 2 ADA Restrooms, 1 Server Room, 1 Kitchen","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","27 Drumm St","San Francisco","CA","94111",,,"Looking for the perfect retail space in the heart of San Francisco? Look no further than 27 Drumm Street! This prime location boasts a spacious and modern retail space, ideal for businesses of all types. With high ceilings, ample natural light, a full basement, and an open floor plan, this space is perfect for showcasing your products and attracting customers. (Directly across from Hyatt Regency) Located in the bustling Financial District, 27 Drumm Street offers excellent foot traffic and visibility. YouÕll be in close proximity to top-notch restaurants, shops, and other amenities, making it easy to attract and retain customers. DonÕt miss out on this incredible opportunity to elevate your business in one of San FranciscoÕs most desirable locations.","RETAIL","",1500,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","2744 Mission St","San Francisco","CA","94110",,,"Excellent opportunity on the best, high foot-traffic block within the vibrant Mission District. Between 24th and 23rd Streets and across from convenient BART station entrance. Nearby tenants include Fresh Meat Seafood Market, Bank of America, MissionÕs Kitchen, La Corneta Taqueria, and more that make up this electrifying neighborhood.","RETAIL","",2500,"Includes Lounge, 2 Studios Spaces, Restroom with Shower, High Ceilings and Abundant Natural Light","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","311 Valencia St","San Francisco","CA","94103",,,"GROUND FLOOR RETAIL/OFFICE SPACE FOR LEASE NOW AVAILABLE The Valencia Street Corridor is one of San FranciscoÕs hottest neighborhoods! Locals and tourists alike daily visit for trendsetting shopping, a variety of artisanal cafs, quality restaurants, salons and a thriving nightlife scene. Top-notch nearby businesses include Four Barrel Coffee, Chase Bank, Little Star Pizza, Taylor Stitch, Samovar Teahouse Cafe, Roxie Theater and much more!","RETAIL","",896,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","3162 16th St","San Francisco","CA","94103",,1907,"Located on a Êmajor thoroughfare between trendy Valencia Street and the bustling Mission District, 3166 16th Street offers strong foot traffic, high ceilings, great window lining, and is in close proximity to the Muni and Bart station. Street level is ±2,000 SF with a ±400 SF basement. Big Lantern Restaurant, Cary Lane, Katz's, Êand Cream are located nearby. Awesome leasing opportunity.","RETAIL","",2000,"","","LEASE","TBD","FALSE","","","","","","","",""
"Gary","Ward","gward@blatteisrealty.com","4153217483","","","320 Judah St","San Francisco","CA","94122",,,"Blatteis Realty is pleased to present this opportunity to lease this beautiful office space in the Doelger Building, one of San FranciscoÕs most beloved historic Art Deco landmarks. Built in 1932 and renovated in 2015, the Doelger building retains both its Art-Deco design and offers state of the art amenities expected in a modern office building. Spacious floor plan, Large windows and skylights provide plenty of natural lighting, Kitchenette, Energy-efficient LED ceiling lights, Conference room, Executive office space, Surrounded by various restaurants and shops along with attractions such as the San Francisco Botanical Gardens, De Young Museum, and the California Academy of Sciences, Two Blocks from Golden Gate Park, Five Blocks from UCSF Medical Center, Easy access to public transportation including N Judah, 6, 43, 44, and 66 Muni bus lines","OFFICE","",2375,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","3216 Geary Blvd","San Francisco","CA","94118",,,"Situated in the upscale Jordan Park residential sub-division of Laurel HeightsÑsouth of the eastern edge of the Presidio. The property is centrally located within the thriving Geary Boulevard business corridor. Excellent access to Highway 101, I-80 & Golden Gate Bridge. Surrounded by a variety of restaurants and cafes. Potential Off-Street Parking Available.","OFFICE","C",544,"Flexible office space","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","3216 Geary Blvd","San Francisco","CA","94118",,,"Situated in the upscale Jordan Park residential sub-division of Laurel HeightsÑsouth of the eastern edge of the Presidio. The property is centrally located within the thriving Geary Boulevard business corridor. Excellent access to Highway 101, I-80 & Golden Gate Bridge. Surrounded by a variety of restaurants and cafes. Potential Off-Street Parking Available.","OFFICE","D",656,"Flexible office space, Includes 1 bathroom, Centrally-located with convenient access to Highway 101, I-80 & Golden Gate Bridge, Conveniently located on multiple bus lines","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","325 Kearny St","San Francisco","CA","94108",,,"2nd and 3rd Floors ±1,300 SF per floor ±2,600 SF total (not divisible) Single Tenant Occupancy Dedicated Entry off Kearny Street Excellent Street Identity High Ceilings Large Operable Windows Abundant Natural Lighting Open Space Layout Exposed Brick Walls","OFFICE","2nd & 3rd Floor",2600,"High Ceilings, Large Operable Windows, Abundant Natural Lighting, Open Space Layout, Exposed Brick Walls","","LEASE","TBD","FALSE","","","","","","","",""
"Andrew","Kraft","akraft@blatteisrealty.com","4152332142","","","3251 20th Ave","San Francisco","CA","94132",,1988,"This workspace, located in the Stonestown Galleria, offers countless amenities in a beautiful well-lit space. With current tenants such as Apple, Target, Trader JoeÕs, the Galleria is expanding with Regal Cinemas, Whole Foods, Sports Basement, and more that make it a shopping destination for locals and visitors alike. AMENITIES INCLUDED IN LEASE: Multiple ZenSpace Site Subscription Included Three Zen Pods Included Secure Access Custom Furnishings Electricity & Utilities Full Lease Administration High Speed & Secure Wifi Optional digital displays, smart tv, screen-casting, whiteboards & more! FULL ACCESS TO MALL AMENITIES: Free Parking Access Food Court Entertainment Shopping","OFFICE","",3500,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","33 Drumm St","San Francisco","CA","94111",,,"Looking for the perfect retail space in the heart of San Francisco? Look no further than 33 Drumm Street! This prime location, formerly Walgreens, boasts a large modern retail space, ideal for businesses of all types. With high ceilings, ample natural light, a basement, and an open floor plan, this space is perfect for showcasing your products and attracting customers. (Directly across from Hyatt Regency) Located in the bustling Financial District, 33 Drumm Street offers excellent foot traffic and visibility. YouÕll be in close proximity to top notch restaurants, shops, and other amenities, making it easy to attract and retain customers. DonÕt miss out on this incredible opportunity to elevate your business in one of San FranciscoÕs most desirable locations.","RETAIL","",6659,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","333 Kearny St","San Francisco","CA","94108",,1907,"Historic MacDonough Building is beautifully restored with a new lobby and an office space available for lease.","OFFICE","5th Floor",2968,"Two walls of window line for maximum sunlight exposure, Operable windows, High ceilings, Restrooms, Kitchenette","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","333 Kearny St","San Francisco","CA","94108",,1907,"Historic MacDonough Building is beautifully restored with a new lobby and an office space available for lease.","OFFICE","7th Floor",2968,"Two walls of window line for maximum sunlight exposure, Conference Rooms/Private Offices Available, Operable windows, High ceilings, Restrooms, Kitchenette","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","333 Kearny St","San Francisco","CA","94108",,1907,"Historic MacDonough Building is beautifully restored with a new lobby and an office space available for lease.","OFFICE","6th Floor",2968,"Two walls of window line for maximum sunlight exposure, Operable windows, High ceilings, ADA restrooms, Kitchenette","","LEASE","TBD","FALSE","","","","","","","",""
"Jonathan","Blatteis","jblatteis@blatteisrealty.com","4153217486","","","3369 Sacramento St","San Francisco","CA","94118",,,"3369 Sacramento Street offers the spectacular opportunity to lease a tree-lined space in the heart of Presidio Heights, surrounded by charming local boutiques, restaurants, and cafes. Nearby tenants include MomÕs the Word, Thos. Moser, SmokinÕ Warehouse Barbecue, And Something Blue, Hudson Grace, Cafe Luna, and more! High ceilings, Beautifully appointed, Great frontage, WALK SCORE¨ 94 (WalkerÕs Paradise), TRANSIT SCORE¨ 70 (Excellent Transit)","RETAIL","",644,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","3717 Buchanan St","San Francisco","CA","94123",,1958,"Blatteis Realty is pleased to present two office suites available in a unique building with architecture inspired by famous lighthouses. With multiple private offices, kitchenettes, and conference rooms, these suites offer an ideal work environment. Directly across from Fort Mason Center and Safeway Roof access offers amazing views of the bay Natural sunlight provided by wrap around windows","OFFICE","",1623,"","","LEASE","TBD","FALSE","","","","","","","",""
"David","Blatteis","dsblatteis@blatteisrealty.com","4159812844","","","3749 Buchanan St","San Francisco","CA","94123",,,"This well situated space, formerly a Chase Bank, is located at the corner of Buchanan and Beach Street, providing excellent street frontage along with multiple and is located on the ground floor of a condominium. Right Across from Safeway, Fort Mason and Marina Green, Abundant Natural Light, Great Signage Opportunity, WALK SCORE¨ 98 (WalkerÕs Paradise), TRANSIT SCORE¨ 77 (Excellent Transit)","RETAIL","",2488,"","","LEASE","TBD","FALSE","","","","","","","",""
"Jeremy","Blatteis","jfblatteis@blatteisrealty.com","4159812844","","","39 Grant Ave","San Francisco","CA","94108",,,"Exceptional Leasing Opportunity in the iconic neighborhood of Union Square, 39-41 Grant Avenue offers retailers a rare chance to establish themselves in one of San FranciscoÕs most legendary locations. Surrounded by a vibrant selection of luxury brands, renowned restaurants, and trendy hotels, this superb spot offers retailers a fortuitous platform for brand exposure and growth. Notable neighboring establishments include CH Carolina Herrera, Scotch & Soda, Dolce & Gabbana, Diptyque, Neiman Marcus, Saint Laurent, and many more, further enhancing the appeal of this location. Solid foot and vehicular traffic, Attention-Grabbing window lining, Versatility that accommodates a variety of uses, Excellent Signage Possibilities","RETAIL","",1776,"","","LEASE","TBD","FALSE","","","","","","","",""
